kai,datetime,Tem,DO,Sal,Chl.a
suo,2012-10-25 11:14:00,21.23,7.2,31.754,3.5
kis,2012-10-25 11:50:00,23.34,6.9,33,0.9
suo,2012-10-25 12:25:00,22.1,7.1,32.114,1.3
hiu,2012-10-25 12:38:00,22.84,7,31.59,2.4
hrs,2012-10-25 12:39:00,22,8.2,31.72,5.9
kis,2012-10-25 12:39:00,23.13,6.8,32.95,1
hiu,2012-10-25 13:28:00,22.86,7,31.66,1.4
bis,2012-10-25 13:46:00,22.77,6.3,30.67,1.1
hiu,2012-10-25 14:36:00,23.18,7,31.81,0.2
aki,2012-10-29 09:35:00,22.48,7.1,32.6,0.6
osk,2012-10-29 09:55:00,22.87,6.4,32.54,1.5
aki,2012-10-29 10:20:00,22.63,7,32.48,0.7
osk,2012-10-29 11:03:00,22.59,7,32.11,1.7
aki,2012-10-29 11:25:00,22.71,7,32.37,0.6
osk,2012-10-29 12:08:00,22.73,6.8,32.19,0.9
iyo,2012-10-30 10:29:00,22.15,7,32.97,0.6
iyo,2012-10-30 11:54:00,22.19,7.1,32.99,0.5
iyo,2012-10-30 14:23:00,22.1,7.1,32.84,1.4
iyo,2012-10-31 09:19:00,21.96,7.1,32.62,1.1
iyo,2012-10-31 10:29:00,22.14,7.1,32.71,0.5
iyo,2012-10-31 11:44:00,22.27,7.1,32.58,0.6
iyo,2012-10-31 13:04:00,22.33,7.1,32.61,0.8
