datetime,hour,minute,kai,Tem,DO,Sal,nissyaryou,Chl.a
2012-02-20,10,49,har,7.742,10.1,31.714,17.71,1.0
2012-02-20,10,52,aki,10.6,9.4,33.15,17.71,0.9
2012-02-20,10,53,kis,16.81,7.5,34.64,17.71,0.3
2012-02-20,11,56,iyo,10.81,9.5,33.46,17.71,0.6
2012-02-20,11,58,har,7.438,10.9,31.358,17.71,2.7
2012-02-20,12,14,aki,11.0,9.5,33.28,17.71,0.9
2012-02-20,12,26,kis,12.37,8.5,33.59,17.71,0.3
2012-02-20,12,49,iyo,10.66,9.6,33.28,17.71,0.7
2012-02-20,13,30,bis,7.71,9.4,32.0,17.71,0.4
2012-02-20,14,24,har,7.294,10.5,31.7,17.71,1.2
2012-02-20,14,40,bis,7.82,9.6,32.24,17.71,2.2
2012-02-20,15,33,har,8.077,9.8,31.873,17.71,0.4
2012-02-20,16,43,har,8.328,9.8,31.921,17.71,0.5
2012-02-21,8,20,bis,7.99,9.6,32.36,5.54,2.2
2012-02-21,8,39,aki,10.14,10.1,32.62,5.54,2.2
2012-02-21,9,4,osk,8.169,11.5,29.854,5.54,9.0
2012-02-21,9,38,aki,10.79,9.4,33.27,5.54,0.9
2012-02-21,9,44,iyo,10.95,8.4,33.36,5.54,0.8
2012-02-21,9,44,osk,8.448,12.3,29.132,5.54,17.0
2012-02-21,9,55,kis,10.17,9.0,32.71,5.54,0.3
2012-02-21,10,10,bis,7.69,10.0,31.99,5.54,1.8
2012-02-21,10,37,aki,10.51,9.5,33.12,5.54,0.8
2012-02-21,10,44,osk,8.035,12.1,30.705,5.54,8.9
2012-02-21,11,16,iyo,10.75,8.5,33.19,5.54,1.0
2012-02-21,11,24,osk,8.144,11.6,31.061,5.54,7.7
2012-02-21,12,0,bis,7.35,10.1,31.87,5.54,1.4
2012-02-21,12,28,iyo,10.88,8.5,33.3,5.54,1.0
2012-02-21,12,36,aki,10.34,9.6,33.01,5.54,0.9
2012-02-21,13,13,aki,10.31,9.7,33.0,5.54,1.0
2012-02-21,13,24,aki,10.51,9.6,33.09,5.54,0.9
2012-02-21,13,40,iyo,10.62,8.8,33.4,5.54,2.9
2012-02-21,13,42,osk,8.592,10.2,31.666,5.54,2.5
2012-02-21,14,5,bis,7.69,10.0,31.89,5.54,1.8
2012-02-21,14,27,osk,8.84,9.8,31.779,5.54,1.3
2012-02-21,16,7,osk,8.821,9.8,31.826,5.54,1.5
2012-02-22,8,15,bis,8.04,9.7,32.41,4.24,1.9
2012-02-22,8,44,aki,9.82,10.6,32.83,4.24,2.4
2012-02-22,9,20,bis,7.95,10.1,32.32,4.24,2.7
2012-02-22,9,59,hrs,10.58,9.6,33.17,4.24,1.2
2012-02-22,10,25,kis,10.03,9.0,32.74,4.24,0.3
2012-02-22,10,36,hrs,10.28,10.1,32.99,4.24,1.3
2012-02-22,10,46,har,8.156,9.9,31.712,4.24,0.9
2012-02-22,10,55,bis,8.23,10.4,32.46,4.24,2.7
2012-02-22,10,55,hiu,10.43,8.4,33.02,4.24,1.1
2012-02-22,11,37,hrs,10.01,10.5,32.48,4.24,1.1
2012-02-22,11,40,kis,9.29,9.4,32.28,4.24,0.9
2012-02-22,11,40,hiu,9.99,8.6,32.89,4.24,1.4
2012-02-22,11,56,har,8.039,9.9,31.711,4.24,0.9
2012-02-22,12,58,hrs,10.09,10.6,32.36,4.24,1.2
2012-02-22,13,24,hiu,9.77,9.1,32.87,4.24,2.7
2012-02-22,13,47,bis,8.55,10.0,32.62,4.24,1.7
2012-02-22,14,12,hrs,9.53,11.4,32.13,4.24,1.0
2012-02-23,8,57,hiu,10.18,8.8,32.94,8.07,4.4
2012-02-23,9,30,bis,8.34,9.9,32.43,8.07,0.7
2012-02-23,9,55,hiu,9.33,9.6,32.53,8.07,4.9
2012-02-23,10,45,osk,8.581,10.2,31.614,8.07,4.5
2012-02-23,11,34,bis,8.63,10.1,32.28,8.07,1.7
2012-02-23,11,41,hiu,9.04,9.6,32.59,8.07,2.0
2012-02-23,12,27,hiu,9.3,9.7,32.56,8.07,2.3
2012-02-23,13,32,hiu,9.85,8.8,32.72,8.07,1.5
2012-02-23,14,43,bis,8.87,9.9,32.51,8.07,0.8
2012-02-23,15,24,bis,8.39,9.7,32.44,8.07,0.7
2012-02-24,9,35,kis,11.25,8.8,32.97,16.4,0.5
2012-02-24,10,5,hiu,8.72,9.6,32.51,16.4,0.5
2012-02-24,10,16,aki,10.65,9.7,33.22,16.4,1.1
2012-02-24,10,50,kis,9.28,9.2,32.26,16.4,0.3
2012-02-24,11,12,hiu,9.59,9.0,32.85,16.4,1.7
2012-02-24,11,16,hrs,10.51,9.8,33.1,16.4,0.7
2012-02-24,11,48,hiu,9.65,8.9,32.87,16.4,1.0
2012-02-24,12,56,hrs,10.26,10.2,32.74,16.4,2.4
2012-02-24,14,14,hiu,9.04,9.6,32.3,16.4,0.5
2012-02-27,9,58,iyo,11.6,8.6,33.79,17.09,0.9
2012-02-27,11,25,iyo,12.34,8.5,33.96,17.09,1.0
2012-02-27,13,42,iyo,11.21,8.7,33.49,17.09,0.9
2012-02-28,7,50,har,8.15,9.5,31.84,14.39,0.6
2012-02-28,9,40,har,7.92,9.7,31.7,14.39,0.8
2012-02-28,10,40,har,7.7,9.8,31.92,14.39,0.2
2012-02-28,11,50,har,8.17,9.5,31.93,14.39,0.5
2012-02-28,13,50,kis,8.53,9.6,32.04,14.39,0.5
2012-05-16,9,0,kis,16.22,8.1,32.38,23.4,0.2
2012-05-16,9,21,osk,16.03,8.0,32.48,23.4,0.5
2012-05-16,10,26,har,15.61,8.7,31.61,23.4,3.3
2012-05-16,10,32,osk,16.15,8.3,31.61,23.4,0.6
2012-05-16,10,40,kis,16.88,7.9,32.58,23.4,0.3
2012-05-16,11,34,osk,16.55,8.5,31.54,23.4,0.5
2012-05-16,12,3,har,15.31,8.5,31.59,23.4,2.3
2012-05-16,12,30,kis,17.39,7.8,32.68,23.4,0.3
2012-05-16,13,0,kis,16.14,8.2,32.31,23.4,1.0
2012-05-16,13,32,har,15.56,8.6,31.64,23.4,2.9
2012-05-17,9,36,har,16.34,9.4,31.01,22.35,1.8
2012-05-17,9,40,kis,17.31,7.8,32.86,22.35,0.1
2012-05-17,9,41,kis,16.73,7.5,32.45,22.35,0.4
2012-05-17,10,11,iyo,15.91,8.7,33.27,22.35,0.2
2012-05-17,10,47,kis,20.07,9.0,34.05,22.35,0.2
2012-05-17,11,0,kis,16.03,8.1,32.19,22.35,0.6
2012-05-17,11,15,har,15.91,9.2,31.44,22.35,3.8
2012-05-17,11,31,iyo,15.82,8.8,33.25,22.35,0.1
2012-05-17,12,0,kis,16.53,7.1,32.37,22.35,0.5
2012-05-17,12,50,har,16.72,9.3,31.0,22.35,1.4
2012-05-17,13,14,kis,16.63,7.0,32.71,22.35,0.3
2012-05-17,13,40,kis,16.61,8.6,31.86,22.35,0.3
2012-05-17,13,51,iyo,15.33,8.7,33.48,22.35,0.2
2012-05-18,8,38,kis,16.92,7.5,32.8,22.97,0.4
2012-05-18,9,29,iyo,14.54,8.6,33.23,22.97,0.4
2012-05-18,9,43,kis,16.85,10.2,32.63,22.97,0.4
2012-05-18,10,48,kis,16.52,12.9,32.24,22.97,0.6
2012-05-18,10,57,iyo,14.83,8.6,32.93,22.97,0.5
2012-05-18,12,9,iyo,15.17,8.7,33.31,22.97,0.3
2012-05-18,13,4,har,15.65,10.4,30.9,22.97,6.1
2012-05-18,13,18,iyo,17.02,8.7,33.25,22.97,0.4
2012-05-18,14,27,har,16.72,9.4,31.1,22.97,1.6
2012-05-18,15,20,har,16.97,9.2,31.0,22.97,1.7
2012-05-18,17,27,har,15.95,9.9,30.97,22.97,6.8
2012-05-21,9,28,aki,14.88,8.5,33.21,12.98,1.0
2012-05-21,9,47,har,15.891,8.0,31.868,12.98,2.0
2012-05-21,10,13,aki,15.17,8.6,33.15,12.98,0.8
2012-05-21,10,56,har,16.328,8.8,31.311,12.98,2.9
2012-05-21,11,27,aki,15.09,8.5,33.08,12.98,0.8
2012-05-21,12,24,iyo,16.18,8.6,33.35,12.98,0.3
2012-05-21,13,33,har,16.286,8.8,31.509,12.98,1.4
2012-05-21,14,42,har,15.919,8.5,31.637,12.98,3.4
2012-05-21,15,51,har,15.767,8.1,31.664,12.98,3.0
2012-05-22,8,40,aki,15.77,8.7,32.82,24.22,2.2
2012-05-22,9,3,osk,17.552,10.5,30.426,24.22,2.9
2012-05-22,10,4,aki,14.97,8.6,33.21,24.22,1.2
2012-05-22,10,14,osk,17.067,9.4,29.133,24.22,2.4
2012-05-22,11,1,aki,15.21,8.7,33.06,24.22,1.1
2012-05-22,12,29,hbk,19.29,8.8,33.9,24.22,0.2
2012-05-22,12,49,osk,16.648,8.5,31.462,24.22,1.5
2012-05-22,13,7,aki,15.99,8.7,32.86,24.22,1.2
2012-05-22,13,12,hbk,18.97,9.2,34.17,24.22,0.2
2012-05-22,13,34,osk,17.07,9.5,31.779,24.22,1.5
2012-05-22,13,43,aki,15.57,8.6,32.92,24.22,1.5
2012-05-22,14,23,aki,15.67,8.7,33.01,24.22,0.8
2012-05-22,14,26,osk,16.434,9.5,31.911,24.22,2.6
2012-05-22,15,24,osk,16.266,8.9,32.124,24.22,1.6
2012-05-22,16,10,suo,19.93,9.1,32.36,24.22,0.6
2012-05-22,17,11,osk,16.167,9.0,31.904,24.22,1.7
2012-05-23,10,0,hbk,18.47,8.6,34.39,18.03,0.1
2012-05-23,10,0,har,16.73,8.7,31.66,18.03,0.5
2012-05-23,10,37,hbk,18.47,8.7,34.26,18.03,0.1
2012-05-23,10,55,hiu,17.75,9.1,32.56,18.03,1.2
2012-05-23,10,56,hiu,15.62,8.4,32.93,18.03,0.8
2012-05-23,10,59,osk,16.364,8.7,32.074,18.03,2.3
2012-05-23,11,5,hrs,17.28,9.2,32.41,18.03,0.3
2012-05-23,11,40,hiu,16.99,8.6,32.69,18.03,0.5
2012-05-23,11,50,har,17.87,8.6,31.68,18.03,0.1
2012-05-23,12,37,hrs,16.4,9.1,32.92,18.03,0.5
2012-05-23,13,10,hiu,17.86,9.1,32.6,18.03,1.0
2012-05-23,13,10,har,16.94,8.5,31.77,18.03,0.4
2012-05-23,13,29,hiu,17.99,8.4,32.78,18.03,0.1
2012-05-23,13,44,hrs,15.22,8.8,33.05,18.03,2.3
2012-05-23,13,55,hiu,19.14,9.0,32.57,18.03,0.5
2012-05-23,14,0,suo,17.67,9.2,32.55,18.03,0.6
2012-05-23,14,20,har,17.6,8.8,31.41,18.03,0.2
2012-05-23,14,21,aki,15.12,8.7,33.09,18.03,1.2
2012-05-23,15,0,hiu,18.42,9.5,32.5,18.03,0.1
2012-05-23,15,15,suo,18.93,9.2,32.44,18.03,0.9
2012-05-23,15,31,aki,15.77,8.7,32.95,18.03,2.0
2012-05-24,8,45,hiu,18.08,8.6,32.45,15.35,0.8
2012-05-24,9,46,hiu,17.71,8.4,32.5,15.35,0.5
2012-05-24,11,30,suo,17.76,8.6,32.95,15.35,0.1
2012-05-24,11,32,hiu,18.49,8.5,32.1,15.35,1.0
2012-05-24,12,16,hiu,18.8,8.5,32.57,15.35,0.2
2012-05-24,12,53,suo,17.68,8.5,32.8,15.35,0.2
2012-05-24,13,25,hiu,17.36,8.6,32.57,15.35,0.1
2012-05-25,10,3,suo,16.68,8.0,32.61,5.8,0.9
2012-05-25,11,16,hrs,16.02,9.2,32.11,5.8,0.9
2012-05-25,11,17,suo,17.99,8.7,32.51,5.8,2.7
2012-05-25,12,33,suo,17.54,9.1,32.59,5.8,2.4
2012-05-25,13,21,suo,17.97,8.7,32.51,5.8,1.7
2012-05-25,13,33,hrs,16.5,9.5,31.75,5.8,1.6
2012-05-25,14,28,hrs,15.37,8.7,32.87,5.8,1.9
2012-05-25,15,43,hrs,16.39,9.0,32.23,5.8,1.3
2012-05-28,9,30,bis,17.34,8.2,32.53,24.99,1.3
2012-05-28,10,45,suo,19.13,8.6,32.41,24.99,1.2
2012-05-28,11,15,bis,18.84,8.8,32.4,24.99,0.4
2012-05-28,12,6,suo,17.86,8.5,32.75,24.99,1.3
2012-05-28,14,25,bis,18.49,8.3,32.55,24.99,0.5
2012-05-28,15,25,bis,18.54,8.2,32.6,24.99,0.7
2012-05-29,8,10,bis,17.71,8.1,32.39,20.41,1.8
2012-05-29,9,30,bis,17.63,9.3,32.42,20.41,1.3
2012-05-29,11,1,suo,16.92,8.1,32.9,20.41,0.3
2012-05-29,11,5,bis,18.57,9.3,32.3,20.41,2.3
2012-05-29,12,8,suo,18.84,8.3,32.83,20.41,0.2
2012-05-29,13,45,bis,19.18,9.5,32.34,20.41,1.0
2012-05-29,13,51,suo,18.57,8.4,32.53,20.41,0.9
2012-05-30,8,40,bis,17.81,8.1,32.34,20.04,1.9
2012-05-30,10,0,bis,17.98,8.5,31.83,20.04,0.7
2012-05-30,10,17,suo,19.96,8.3,32.47,20.04,1.2
2012-05-30,11,40,bis,18.67,8.8,31.275,20.04,1.1
2012-05-30,12,4,suo,20.37,8.2,32.28,20.04,1.2
2012-05-30,13,20,suo,21.07,8.4,32.36,20.04,1.6
2012-05-30,14,10,bis,18.22,8.6,31.56,20.04,0.6
2012-05-30,14,25,suo,19.49,8.5,32.57,20.04,1.3
2012-05-31,10,55,bis,18.82,8.6,31.64,16.7,0.4
2012-05-31,11,23,suo,20.88,8.8,32.39,16.7,1.5
2012-05-31,13,25,bis,18.12,8.6,31.72,16.7,0.5
2012-05-31,14,40,bis,17.92,8.4,31.87,16.7,1.5
2012-08-16,9,54,har,26.39,8.0,30.96,23.84,1.2
2012-08-16,11,4,har,27.78,9.3,31.03,23.84,1.0
2012-08-16,13,34,har,27.82,9.5,31.07,23.84,0.7
2012-08-16,14,41,har,27.25,9.5,31.05,23.84,0.6
2012-08-16,15,49,har,27.46,9.1,31.14,23.84,1.8
2012-08-17,8,56,osk,28.22,9.3,26.56,23.92,28.0
2012-08-17,9,37,osk,28.51,6.7,24.79,23.92,24.0
2012-08-17,10,49,osk,27.78,6.7,30.23,23.92,6.4
2012-08-17,11,27,osk,27.53,5.7,31.43,23.92,0.3
2012-08-17,13,24,osk,27.95,5.5,31.24,23.92,0.3
2012-08-17,14,9,osk,26.81,5.3,31.35,23.92,0.6
2012-08-17,15,47,osk,26.52,5.5,31.21,23.92,1.0
2012-08-17,16,37,osk,26.25,5.0,31.43,23.92,0.6
2012-08-20,10,26,hiu,28.79,7.7,31.54,24.82,0.5
2012-08-20,10,49,hbk,27.51,6.7,32.32,24.82,0.6
2012-08-20,11,22,hbk,27.71,6.8,32.48,24.82,0.3
2012-08-20,11,38,hiu,29.13,7.6,31.59,24.82,0.9
2012-08-20,12,6,hbk,27.72,6.7,32.6,24.82,0.1
2012-08-20,12,49,hbk,27.65,6.7,32.35,24.82,0.6
2012-08-20,13,45,hiu,29.06,7.6,31.32,24.82,0.7
2012-08-20,14,57,hiu,29.23,8.0,31.2,24.82,2.1
2012-08-21,9,10,iyo,23.43,7.0,32.39,11.8,1.9
2012-08-21,9,22,bis,27.27,6.9,31.14,11.8,9.5
2012-08-21,9,27,har,27.62,6.1,30.91,11.8,1.1
2012-08-21,10,18,iyo,23.62,7.0,32.2,11.8,1.5
2012-08-21,10,51,suo,28.38,6.3,30.79,11.8,0.5
2012-08-21,11,5,har,27.64,6.3,31.1,11.8,0.8
2012-08-21,11,14,bis,28.47,8.0,31.49,11.8,2.1
2012-08-21,11,33,iyo,25.43,6.7,32.37,11.8,0.5
2012-08-21,12,7,suo,28.15,6.6,31.07,11.8,0.2
2012-08-21,12,42,har,27.2,6.4,30.89,11.8,2.8
2012-08-21,12,49,iyo,25.0,6.8,32.37,11.8,0.8
2012-08-21,13,20,suo,28.78,6.6,30.83,11.8,0.3
2012-08-21,14,13,suo,28.18,6.8,31.16,11.8,2.4
2012-08-21,14,29,bis,27.79,7.8,31.36,11.8,2.2
2012-08-21,15,29,bis,27.02,6.6,31.33,11.8,9.1
2012-08-22,8,3,bis,27.71,5.4,30.75,17.67,3.1
2012-08-22,8,55,har,28.93,7.0,30.09,17.67,4.4
2012-08-22,9,0,kis,26.88,6.8,30.98,17.67,0.7
2012-08-22,9,11,bis,27.63,5.6,30.92,17.67,12.0
2012-08-22,10,22,har,29.12,7.5,30.08,17.67,3.1
2012-08-22,10,40,kis,28.01,6.5,32.53,17.67,0.1
2012-08-22,10,58,hiu,26.08,6.7,31.87,17.67,1.8
2012-08-22,11,6,bis,28.02,5.8,30.79,17.67,13.0
2012-08-22,11,51,hiu,27.84,6.5,31.65,17.67,2.2
2012-08-22,13,40,hiu,28.41,6.4,31.63,17.67,1.1
2012-08-22,13,45,bis,28.23,7.4,31.12,17.67,4.0
2012-08-22,14,0,har,28.1,6.9,30.76,17.67,1.4
2012-08-22,16,13,har,27.82,6.1,30.83,17.67,1.4
2012-08-23,8,43,hiu,28.15,6.5,31.5,20.0,1.6
2012-08-23,9,45,kis,27.1,6.5,31.44,20.0,0.6
2012-08-23,9,47,suo,28.48,6.2,30.61,20.0,2.5
2012-08-23,9,47,hiu,28.33,6.4,31.4,20.0,2.2
2012-08-23,10,16,har,27.24,6.5,31.14,20.0,1.3
2012-08-23,11,8,suo,28.69,6.4,30.79,20.0,2.0
2012-08-23,11,10,kis,26.67,5.9,31.3,20.0,0.4
2012-08-23,11,37,hiu,28.49,6.4,31.45,20.0,0.6
2012-08-23,11,41,har,27.33,6.8,31.11,20.0,0.7
2012-08-23,12,21,suo,27.97,6.5,30.96,20.0,0.3
2012-08-23,12,21,hiu,28.11,6.5,31.51,20.0,1.5
2012-08-23,13,19,har,27.28,6.9,31.04,20.0,2.1
2012-08-23,13,24,hiu,27.71,6.5,31.48,20.0,2.4
2012-08-23,13,30,suo,27.56,6.4,31.16,20.0,0.4
2012-08-23,14,10,kis,27.44,6.8,31.55,20.0,0.4
2012-08-23,14,36,suo,28.07,6.4,30.91,20.0,0.9
2012-08-29,10,16,iyo,25.71,6.7,32.38,11.38,0.3
2012-08-29,11,36,iyo,24.22,6.9,32.4,11.38,1.4
2012-08-29,14,3,iyo,24.52,6.8,32.49,11.38,0.6
2012-08-30,8,20,har,27.03,6.5,31.23,17.43,1.1
2012-08-30,8,23,bis,27.86,6.9,30.59,17.43,4.9
2012-08-30,9,53,bis,27.93,7.4,30.45,17.43,0.7
2012-08-30,10,10,har,27.54,6.0,31.22,17.43,0.6
2012-08-30,10,42,suo,27.2,6.8,31.24,17.43,1.1
2012-08-30,11,20,har,27.62,6.3,31.25,17.43,0.6
2012-08-30,11,27,bis,28.43,7.7,30.77,17.43,3.8
2012-08-30,11,49,suo,28.37,6.7,30.9,17.43,0.9
2012-08-30,12,50,har,27.67,7.6,30.99,17.43,0.8
2012-08-30,12,52,suo,27.6,6.6,31.19,17.43,1.1
2012-08-30,14,1,bis,28.25,8.0,30.48,17.43,7.6
2012-08-30,14,7,suo,27.39,6.6,31.45,17.43,0.5
2012-08-30,16,25,kis,28.01,6.8,32.35,17.43,0.2
2012-08-31,9,15,aki,23.94,6.9,32.41,12.12,2.0
2012-08-31,9,58,aki,25.01,6.8,32.18,12.12,2.8
2012-08-31,11,6,aki,25.42,6.7,32.12,12.12,1.8
2012-08-31,11,7,suo,26.07,6.8,32.09,12.12,0.1
2012-09-03,11,43,suo,26.62,6.6,31.6,6.81,0.8
2012-09-03,12,54,suo,25.18,6.8,32.39,6.81,0.4
2012-09-03,13,38,suo,27.09,6.7,31.64,6.81,0.9
2012-09-04,10,17,suo,27.77,6.4,31.16,16.05,0.1
2012-09-04,10,36,kis,27.88,6.2,32.42,16.05,0.2
2012-09-04,11,10,iyo,23.73,6.8,32.55,16.05,1.8
2012-09-04,11,22,suo,27.34,6.7,31.87,16.05,0.1
2012-09-04,11,48,kis,27.78,6.2,32.17,16.05,0.4
2012-09-04,12,21,iyo,26.18,7.2,32.5,16.05,0.1
2012-09-04,12,33,suo,27.62,6.7,31.84,16.05,0.1
2012-09-04,12,39,kis,28.01,6.1,32.15,16.05,0.3
2012-09-04,13,33,iyo,24.54,7.5,32.35,16.05,2.0
2012-09-05,8,40,aki,26.09,6.7,32.02,15.12,4.2
2012-09-05,8,41,kis,27.57,6.3,32.25,15.12,0.7
2012-09-05,9,38,aki,25.58,6.9,32.17,15.12,1.9
2012-09-05,9,48,kis,27.52,6.3,32.13,15.12,1.2
2012-09-05,10,31,kis,27.86,6.5,31.31,15.12,0.4
2012-09-05,10,34,aki,25.55,6.3,32.15,15.12,1.7
2012-09-05,11,42,kis,28.01,6.4,32.05,15.12,0.3
2012-09-05,12,34,aki,27.16,6.1,31.84,15.12,2.6
2012-09-05,13,16,aki,26.72,6.2,31.97,15.12,2.2
2012-09-05,14,3,aki,26.05,6.6,32.1,15.12,2.0
2012-09-06,9,8,osk,27.48,6.2,31.98,14.62,1.8
2012-09-06,9,42,hrs,26.96,7.7,31.06,14.62,1.6
2012-09-06,10,16,osk,27.65,6.2,31.84,14.62,1.8
2012-09-06,11,17,hrs,26.43,7.8,31.82,14.62,0.6
2012-09-06,11,34,osk,27.58,5.5,31.58,14.62,0.8
2012-09-06,12,22,kis,27.56,5.8,32.37,14.62,0.9
2012-09-06,12,25,hrs,25.75,7.8,32.2,14.62,1.2
2012-09-06,13,1,aki,24.9,6.7,32.26,14.62,1.7
2012-09-06,14,11,aki,26.34,7.3,32.04,14.62,2.7
2012-09-07,10,6,hrs,25.68,7.1,31.94,19.47,2.4
2012-09-07,11,13,hrs,26.14,7.7,31.05,19.47,1.5
2012-09-07,12,24,hrs,26.41,7.5,30.79,19.47,2.8
2012-09-07,13,39,hrs,26.72,8.5,31.03,19.47,5.2
2012-10-16,9,5,kis,24.19,6.9,32.37,17.11,0.8
2012-10-16,9,8,hbk,21.94,6.7,33.361,17.11,0.5
2012-10-16,9,57,hbk,21.95,6.4,33.409,17.11,0.6
2012-10-16,10,20,kis,24.22,6.7,33.11,17.11,0.2
2012-10-16,10,44,hbk,22.02,6.3,33.445,17.11,0.1
2012-10-16,10,47,har,24.14,7.0,31.47,17.11,5.5
2012-10-16,11,18,hbk,21.96,6.3,33.402,17.11,0.4
2012-10-16,11,45,kis,23.99,7.4,32.17,17.11,0.2
2012-10-16,12,28,har,24.67,7.1,31.47,17.11,7.5
2012-10-16,14,9,har,24.69,6.9,31.59,17.11,6.1
2012-10-16,15,10,suo,22.364,7.4,32.212,17.11,1.5
2012-10-17,8,57,har,23.85,8.0,30.95,2.79,10.0
2012-10-17,10,36,har,23.43,8.3,30.8,2.79,13.0
2012-10-17,11,4,suo,22.58,6.8,32.063,2.79,1.2
2012-10-17,12,6,suo,23.12,6.8,31.739,2.79,2.0
2012-10-17,13,10,har,24.38,7.4,31.37,2.79,7.6
2012-10-17,13,15,suo,23.42,6.6,32.465,2.79,1.1
2012-10-17,13,59,suo,22.67,6.9,31.44,2.79,1.4
2012-10-17,14,48,har,24.26,7.6,31.4,2.79,4.2
2012-10-18,9,30,har,24.05,7.5,31.48,1.91,4.2
2012-10-18,10,6,suo,23.02,6.7,32.323,1.91,1.8
2012-10-18,11,1,har,24.32,7.1,31.53,1.91,7.2
2012-10-18,11,19,suo,23.37,6.7,32.453,1.91,2.5
2012-10-18,12,38,har,24.22,9.1,31.39,1.91,5.7
2012-10-18,12,40,suo,23.27,6.7,32.652,1.91,0.9
2012-10-18,13,27,suo,23.27,6.7,32.588,1.91,0.6
2012-10-18,15,28,har,23.55,11.8,30.52,1.91,7.4
2012-10-19,9,39,har,23.65,7.4,31.47,14.1,6.0
2012-10-19,10,24,hiu,23.53,6.1,31.47,14.1,3.4
2012-10-19,10,44,har,23.65,7.0,31.75,14.1,3.7
2012-10-19,11,28,hiu,23.64,6.2,31.44,14.1,2.2
2012-10-19,12,34,suo,23.06,6.8,32.72,14.1,0.8
2012-10-19,12,43,har,23.77,6.7,31.98,14.1,4.7
2012-10-19,13,35,hiu,23.83,6.2,31.52,14.1,1.9
2012-10-19,13,57,har,23.83,6.7,32.19,14.1,3.1
2012-10-19,14,38,hiu,23.87,6.2,31.38,14.1,1.7
2012-10-22,9,24,bis,23.21,6.1,31.42,15.1,2.7
2012-10-22,9,30,kis,23.64,7.3,32.95,15.1,0.3
2012-10-22,9,53,osk,23.4,7.1,31.86,15.1,4.0
2012-10-22,10,7,suo,22.36,7.0,32.006,15.1,1.6
2012-10-22,10,45,kis,23.55,7.7,32.31,15.1,0.6
2012-10-22,10,54,iyo,22.94,6.8,32.74,15.1,1.1
2012-10-22,11,10,suo,22.91,7.1,32.308,15.1,1.3
2012-10-22,11,15,bis,22.92,6.9,31.48,15.1,4.1
2012-10-22,12,20,iyo,22.7,7.0,32.83,15.1,1.3
2012-10-22,12,49,suo,22.85,6.8,32.737,15.1,0.3
2012-10-22,13,19,iyo,22.85,7.1,32.7,15.1,1.1
2012-10-22,13,53,osk,22.53,10.4,30.5,15.1,25.0
2012-10-22,14,20,bis,23.65,6.5,31.44,15.1,2.3
2012-10-22,15,15,bis,23.48,6.4,31.4,15.1,2.5
2012-10-23,8,15,bis,22.95,5.8,31.14,4.1,1.6
2012-10-23,8,41,aki,23.04,6.7,31.79,4.1,3.8
2012-10-23,9,46,bis,22.38,6.0,31.11,4.1,2.3
2012-10-23,10,3,suo,21.58,7.2,32.204,4.1,1.2
2012-10-23,10,11,aki,23.34,6.5,32.15,4.1,1.2
2012-10-23,11,10,suo,21.15,7.1,31.728,4.1,3.3
2012-10-23,11,20,bis,22.17,6.5,30.95,4.1,12.0
2012-10-23,11,25,aki,23.48,6.3,31.99,4.1,1.3
2012-10-23,11,37,osk,23.44,7.1,32.02,4.1,2.5
2012-10-23,12,17,aki,23.49,6.4,32.06,4.1,1.1
2012-10-23,13,17,osk,22.97,6.9,31.38,4.1,15.0
2012-10-23,13,45,bis,22.95,6.5,31.5,4.1,3.4
2012-10-23,14,43,osk,22.37,8.1,29.88,4.1,44.0
2012-10-23,14,56,aki,22.85,7.0,32.07,4.1,3.2
2012-10-23,15,41,hrs,22.51,6.2,31.77,4.1,1.8
2012-10-24,8,59,kis,23.49,6.1,32.84,16.28,1.2
2012-10-24,9,3,aki,23.17,6.6,32.26,16.28,1.2
2012-10-24,10,5,har,23.26,7.0,31.65,16.28,0.7
2012-10-24,10,8,kis,23.3,6.2,32.74,16.28,1.3
2012-10-24,10,34,aki,22.89,6.9,32.32,16.28,2.3
2012-10-24,10,54,suo,20.676,7.5,32.215,16.28,0.7
2012-10-24,10,56,bis,23.06,6.8,31.05,16.28,3.8
2012-10-24,11,10,aki,22.95,6.6,32.44,16.28,1.3
2012-10-24,11,13,osk,23.28,6.4,31.89,16.28,4.0
2012-10-24,11,15,kis,23.3,6.6,32.93,16.28,1.1
2012-10-24,11,33,hiu,23.42,6.9,32.11,16.28,0.9
2012-10-24,12,0,har,23.25,7.4,31.74,16.28,1.3
2012-10-24,12,5,kis,23.15,6.5,32.87,16.28,0.9
2012-10-24,12,14,hrs,22.8,6.9,32.39,16.28,1.7
2012-10-24,12,22,hiu,23.3,6.9,31.89,16.28,0.8
2012-10-24,12,50,suo,21.81,7.6,32.054,16.28,3.4
2012-10-24,12,50,osk,22.77,6.7,31.87,16.28,5.8
2012-10-24,13,15,har,23.53,7.5,31.69,16.28,0.4
2012-10-24,13,18,kis,23.09,6.7,32.66,16.28,0.9
2012-10-24,13,21,bis,23.16,6.9,31.01,16.28,3.4
2012-10-24,13,47,hrs,22.76,7.2,32.21,16.28,1.5
2012-10-24,14,13,hiu,23.17,7.0,31.68,16.28,1.2
2012-10-24,14,21,suo,21.96,7.7,32.104,16.28,1.8
2012-10-24,14,29,bis,22.9,6.6,30.95,16.28,1.9
2012-10-24,14,33,osk,22.94,6.4,31.93,16.28,4.1
